Artikelnummer;Produktnamn;Pris exkl. moms;KategoriID;Dölj produkt
PSCN5H;"";1992,0000;;
PSCN5G;"";1368,0000;;
PSCN5F;"";984,0000;;
PSCN5E;"";824,0000;;
PSCN5D;"";704,0000;;
PSCN5C;"";524,0000;;
PSCN5B;"";452,0000;;
PSCN5A;"";396,0000;;
PSCN5F.BLACK;"BLACKROCK 25cm";956,0000;"252";1
PSCN5G.BLACK;"BLACKROCK 30cm, Gravyr ingår";1476,0000;"252";0
PSCN5H.BLACK;"BLACKROCK 35cm, Gravyr ingår";2076,0000;"252";1
PSCN5H.BLACKWOOD;"Beställningsvara";0,0000;"278";1
BLACKROCK36;"";0,0000;;
PSDX010.strk1;"Rosie 270x220mm";920,0000;"190";0
PSG010;"";920,0000;;
PSG010.attr1;"";1000,0000;;
PSEN12;"Pokal Kevin";196,0000;"";1
PSEN12C;"";196,0000;;
PSEN13E;"Pokal John";196,0000;"";1
PSEN13C;"";196,0000;;
PSEN201C.strk1;"Pokal Spencer Gravyr ingår";1392,0000;"251";0
PSEN201C;"";1392,0000;;
PSEN201B;"";1160,0000;;
PSEN201A;"";976,0000;;
PSFotboll.Frida1.strk1;"Frida";56,0000;"186";0
PSFotboll.Frida2;"";56,0000;;
PSFotboll.Frida2.attr1;"";88,0000;;
PSFotboll.Frida1;"";88,0000;;
PSFotboll.Frida1.attr1;"";128,0000;;
PSGL547.strk1;"Pokal Golf RC-Cup Seminole 445 mm hög";18060,0000;"227;253";0
PSGLC006B.strk1;"Crystal Football";1176,0000;"186";0
PSGLC006A.attr1;"";1176,0000;;
PSGLC006B.attr1;"";1516,0000;;
PSGlencairn;"Glencairn whiskyprovarglas, 2-pack i rör!";496,0000;"217";0
PSGR065.strk1;"Nearest Pin Award ";140,0000;"227";0
PSGR065;"";140,0000;;
PSGR065.attr1;"";180,0000;;
PSGR066.strk1;"Longest Drive Award";140,0000;"227";0
PSGR066;"";140,0000;;
PSGR066.attr1;"";180,0000;;
PSGR080C.strk1;"PSGR080C";184,0000;"198;211";0
PSGR080C;"";184,0000;;
PSGR080C.attr1;"";224,0000;;
PSGR080B;"";136,0000;;
PSGR080B.attr1;"";176,0000;;
PSGR080A;"";96,0000;;
PSGR080A.attr1;"";136,0000;;
PSGR097.strk1;"Tennis Ball Award";128,0000;"194";0
PSGR097;"";128,0000;;
PSGR097.attr1;"";168,0000;;
PSGuldbollen.strk1;"Guldboll 170mm";580,0000;"186";0
PSGuldbollen;"";580,0000;;
PSGuldbollen.attr1;"";660,0000;;
PSGuldbollenXL.strk1;"Guldboll XL höjd 200mm";1348,0000;"186";0
PSGuldbollenXL;"";1348,0000;;
PSGuldbollenXL.attr1;"";1428,0000;;
PSGuldhjälm.strk1;"Guldhjälmen ";208,0000;"192";0
PSGuldhjälm;"";208,0000;;
PSGuldhjälm.2;"";224,0000;;
PSGuldhjälm.3;"";272,0000;;
PSGuldhjälm.attr1;"";248,0000;;
PSGuldhjälm.2.attr1;"";264,0000;;
PSGuldhjälm.3.attr1;"";312,0000;;
PSGX003C.attr1;"Stacy - damgolfare i 3 storlekar.";168,0000;"227";0
PSGX003A.strk3;"";168,0000;;
PSGX003A.strk3.grav50;"";208,0000;;
PSGX003B.strk2;"";228,0000;;
PSGX003B.strk2.grav50;"";260,0000;;
PSGX003C.strk1;"";272,0000;;
PSGX003C.strk1.grav50;"";312,0000;;
PSGX012.attr1;"Fairway guld";200,0000;"227";1
PSGX012.grav50;"";200,0000;;
PSGX019.strk1;"Longest drive award";240,0000;"227";0
PSGX019;"";240,0000;;
PSGX019.attr1;"";280,0000;;
PSGX036B.strk1;"Glove";272,0000;"227";0
PSGX036B;"";272,0000;;
PSGX036B.attr1;"";312,0000;;
PSGX038.strk1;"Driver";248,0000;"227";0
PSGX038;"";248,0000;;
PSGX038.attr1;"";296,0000;;
PSH02.strk1;"Eagle";208,0000;"227";0
PSH02;"";208,0000;;
PSH02.attr1;"";248,0000;;
PSH03.strk1;"Birdie";208,0000;"227";0
PSH03;"";208,0000;;
PSH03.attr1;"";248,0000;;
PSHC002C;"Clear Blue Golf Award";608,0000;"227";0
PSHC024C.strk1;"Blue Globe Award";796,0000;"127;130";0
PSHC024C;"";796,0000;;
PSHC024C.attr1;"";956,0000;;
PSHC049C.strk1;"Orlando";476,0000;"130";1
PSHC049C;"";476,0000;;
PSHC049C.attr1;"";596,0000;;
Psilverrock1.strk1;"Pokal Silverrock";256,0000;"196;198;220;224;250;276";0
Psilverrock3;"";256,0000;;
Psilverrock3.attr1;"";304,0000;;
Psilverrock2;"";296,0000;;
Psilverrock2.attr1;"";336,0000;;
Psilverrock1;"";348,0000;;
Psilverrock1.attr1;"";408,0000;;
PSJG006.strk1;"Metal Club Iron Gravyr ingår";816,0000;"227";0
PSJG006;"";816,0000;;
PSJG007;"Metal Club Driver Gravyr ingår";864,0000;"227";0
PSJG007.grav;"";864,0000;;
PSJGG011.attr1;"Golf Ball Holder";743,2000;"227";1
PSJGG011.grav100;"";743,2000;;
PSJGG012.strk1;"Hole in One tavla,Vinnartavla, plats för 50 gravyrplåtar  ";3280,0000;"122;227;287";0
PSJGG012;"";3280,0000;;
PSJMG003.strk1;"Ordförandeklubba Silvermetall";860,0000;"226";1
PSJMG003.attr1;"";860,0000;;
PSK101.strk1;"Flaggstång mässing skultuna 40cm";1172,0000;"154;163";0
PSK4742.strk1;"Genua III borstad mässing 190x70 mm";596,0000;"263";0
PSK4742;"";596,0000;;
PSK4742.attr1;"";752,0000;;
PSK4742.attr2;"";596,0000;;
PSK4742.attr3;"";752,0000;;
PSK4742.attr4;"";596,0000;;
PSK4742.attr5;"";752,0000;;
PSK4742.attr6;"";596,0000;;
PSK4742.attr7;"";752,0000;;
PSK4742.attr8;"";596,0000;;
PSK4742.attr9;"";752,0000;;
PSK4742.attr10;"";596,0000;;
PSK4742.attr11;"";752,0000;;
PSK68;"Office Candlestick Mässing";760,0000;"125;163";0
PSKOVAL;"Oval svart/silver eloxerad aliminium 200x120 mm";632,0000;"263";0
PSKOVAL;"";632,0000;;
PSKOVAL;"";708,0000;;
PSKOVAL;"";632,0000;;
PSKOVAL;"";708,0000;;
PSKOVAL;"";632,0000;;
PSKOVAL;"";708,0000;;
PSKOVAL;"";632,0000;;
PSKOVAL;"";708,0000;;
PSKOVAL;"";632,0000;;
PSKOVAL;"";708,0000;;
PSKOVAL;"";632,0000;;
PSKOVAL;"";708,0000;;
PSLPF02C.strk1;"Black Ash, svart plakett med ryggstöd";440,0000;"122;127";0
PSLPF02;"";440,0000;;
PSLPF02C;"";840,0000;;
PSLPF02.attr1;"";600,0000;;
PSLPF02C.attr1;"";1000,0000;;
PSLPF03C.attr1;"High Gloss Rosewood Finish 300x225mm";868,0000;"122;127";0
PSLPF03C;"";868,0000;;
PSLPF03C.grav200;"";1028,0000;;
PSMD01G.strk1;"Medalj PSMD01";71,2000;"227;245";0
PSMD01G;"";71,2000;;
PSMD01G.attr1;"";83,2000;;
PSMD01S;"";71,2000;;
PSMD01S.attr1;"";83,2000;;
PSMD01B;"";71,2000;;
PSMD01B.attr1;"";83,2000;;
PSMonza.strk1;"Monza blank mässing 105x45 mm";420,0000;"263";0
PSMonza;"";420,0000;;
PSMonza.attr1;"";576,0000;;
PSMonza.attr2;"";420,0000;;
PSMonza.attr3;"";576,0000;;
PSMonza.attr4;"";420,0000;;
PSMonza.attr5;"";576,0000;;
PSMonza.attr6;"";420,0000;;
PSMonza.attr7;"";576,0000;;
PSMonza.attr8;"";420,0000;;
PSMonza.attr9;"";576,0000;;
PSMonza.attr10;"";420,0000;;
PSMonza.attr11;"";576,0000;;
PSMOT21G;"Mahogny plakett med Guldspade i metall. Gravyr ingår";736,0000;"122;127";0
PSMOT22G;"Svart träplakett med Ordförandeklubba i guldmetall. Gravyr ingår";736,0000;"122;127;226";0
PSMOT23G;"Mahogny plakett med Guldnyckel i metall. Gravyr ingår";736,0000;"122;127";0
PSN774A.strk1;"Tre klubbor och en boll";904,0000;"227";0
PSN774A;"";904,0000;;
PSN774A.attr1;"";984,0000;;
PSNTC016A.strk1;"Golf Driver Glass Award";440,0000;"227";0
PSNTC016A;"";440,0000;;
PSNTC016A.attr1;"";520,0000;;
PSPAT6A.strk1;"Pokal Tyler,  Gravyr ingår";3676,0000;"252";0
PSPAT6C;"";3676,0000;;
PSPAT6B;"";2652,0000;;
PSPAT6A;"";1988,0000;;
PSPL014G.strk1;"Medalj PSPL014";21,6000;"244";0
PSPL014B;"";21,6000;;
PSPL014B.attr1;"";33,6000;;
PSPL014B.attr2;"";49,6000;;
PSPL014B.attr3;"";46,4000;;
PSPL014B.attr4;"";60,8000;;
PSPL014S;"";21,6000;;
PSPL014G;"";21,6000;;
PSPWA-LGE;"PWA PIANOLACKAD PLAKETT";1444,8000;"";0
PSPWC.strk1;"Plakett pianolackad";976,0000;"122";1
PSPWA.attr1;"";976,0000;;
PSRC4C;"Pokal Nelson";1764,0000;"252";1
PSRC4E;"";1764,0000;;
PSRC4F;"";2400,0000;;
PSRR016.strk1;"Snooker / Pool Award";208,0000;"211";0
PSRR016;"";208,0000;;
PSRR016.attr1;"";248,0000;;
PSRR019.strk1;"The Masters 350mm";544,0000;"227";0
PSRR019;"";544,0000;;
PSRR019.attr1;"";624,0000;;
PSRR021.strk1;"Golf Winner - gravyr ingår";400,0000;"227";0
PSRR021.attr1;"";400,0000;;
PSRR049B.strk1;"Hand Painted Red Boxing Glove Award";416,0000;"196";0
PSRR049B;"";416,0000;;
PSRR050B.strk1;"Gold Boxing Glove Award";416,0000;"196;211";0
PSRR050B;"";416,0000;;
PSRR057.strk1;"Art Reward 140mm";144,0000;"211";0
PSRR057;"";144,0000;;
PSRR057.attr1;"";184,0000;;
PSRR093;"Rugby Award 185mm";144,0000;"211";0
PSRR093;"";144,0000;;
PSRR093;"";184,0000;;
PSRS36.strk1;"Lee golfstatyett i 3 storlekar";296,0000;"227";0
PSRS34;"";296,0000;;
PSRS34.attr1;"";336,0000;;
PSRS35;"";520,0000;;
PSRS35.attr1;"";600,0000;;
PSRS36;"";800,0000;;
PSRS36.attr1;"";880,0000;;
PSRS44D.strk1;"St Annes Awards bronsfinish";800,0000;"227";0
PSRS44D;"";800,0000;;
PSRS44D.attr1;"";880,0000;;
PSRS44C;"";680,0000;;
PSRS44C.attr1;"";760,0000;;
PSRS46B.strk1;"Golf Bag";364,0000;"227";1
PSRS46B;"";364,0000;;
PSRS46B.attr1;"";444,0000;;
PSRS71.strk1;"Golf Club Head Driver";336,0000;"227";0
PSRS71;"";336,0000;;
PSRS71.attr1;"";396,0000;;
PSRS72.strk1;"Golf Club Head Iron";336,0000;"227";0
PSRS72;"";336,0000;;
PSRS72.attr1;"";396,0000;;
PSRS76;"Golfing Partners Award";796,0000;"227";0
PSRS78;"The Golf Master Award";5440,0000;"227";0
PSRS80B.strk1;"Mid Swing";400,0000;"227";0
PSRS80B;"";400,0000;;
PSRS80B.attr1;"";480,0000;;
PSRS81B.strk1;"Through Swing";480,0000;"227";0
PSRS81B.attr1;"";480,0000;;
PSRS82B.strk1;"Completed Swing";400,0000;"227";0
PSRS82B;"";400,0000;;
PSRS82B.attr1;"";480,0000;;
PSRS90.strk1;"Thumbs Up Award";468,0000;"127";0
PSRS90;"";468,0000;;
PSRS90.attr1;"";548,0000;;
PSRS91.strk1;"Victory Award";468,0000;"127";0
PSRS91;"";468,0000;;
PSRS91.attr1;"";548,0000;;
PSRS92.strk1;"Number 1 Award";468,0000;"127";0
PSRS92;"";468,0000;;
PSRS92.attr1;"";548,0000;;
PSRS93.strk1;"Perfect Award";468,0000;"127";0
PSRS93;"";468,0000;;
PSRS93.attr1;"";548,0000;;
PSRS96A.strk1;"Booby Prize";176,0000;"255";0
PSRS96A;"";176,0000;;
PSRS96A.attr1;"";200,0000;;
PSRS97.strk1;"Full Size Driver";580,0000;"227";0
PSRS97;"";580,0000;;
PSRS97.attr1;"";660,0000;;
PSRW05.strk1;"Jockey";880,0000;"190";0
PSRW05;"";880,0000;;
PSRW05.attr1;"";960,0000;;
PSRW15.strk1;"Tröstpris 150x100mm";348,0000;"227;255";0
PSRW15;"";348,0000;;
PSRW15.attr1;"";388,0000;;
PSS10;"Presentation Shield Small 260mm";716,0000;"122;227";0
PSS1902D;"S1902 Hallmarked Silver Trophy 430mm";0,0000;"253";0
PSS1970D;"S1970 Hallmarked Silver Trophy 430mm";0,0000;"253";0
PSS3/12.strk1;"Fancy";920,0000;"122;125;190;194;203;283";0
PSS3/12;"";920,0000;;
PSS3/12.attr1;"";1080,0000;;
PSS3/10;"";760,0000;;
PSS3/10.attr1;"";920,0000;;
PSS3/8;"";560,0000;;
PSS3/8.attr1;"";720,0000;;
PSS3/7;"";480,0000;;
PSS3/7.attr1;"";640,0000;;
PSS3/5;"";368,0000;;
PSS3/5.attr1;"";488,0000;;
PSSCW14C.attr1;"Obsession";1160,0000;"127;130";1
PSSCW14C.grav200;"";1160,0000;;
PSSCW36B.strk1;"Crystal Football Award";2680,0000;"186";0
PSSCW36B;"";2680,0000;;
PSSCW36B.attr1;"";2760,0000;;
PSSCW51C.strk1;"Flora";1956,0000;"127;130";0
PSSCW51C;"";1956,0000;;
PSSCW52.strk1;"Rainbow s";1284,0000;"127;130";0
PSSCW52.attr1;"";1284,0000;;
PSSCW53.strk1;"Rainbow ";1852,0000;"127;130";0
PSSCW53;"";1852,0000;;
PSSCW53.attr1;"";1972,0000;;
PSSilverbollen.strk1;"Silverboll 170mm";580,0000;"186";0
PSSilverbollen;"";580,0000;;
PSSilverbollen.attr1;"";660,0000;;
PSSilverbollenXL.strk1;"Silverboll XL höjd 200mm";1348,0000;"186";0
PSSilverbollenXL;"";1348,0000;;
PSSilverbollenXL.attr1;"";1428,0000;;
PSSNW02C;"CHAMPIONS AWARD Gravyr ingår";3356,0000;"227";0
PSSNW02C.grav;"";3356,0000;;
PSSNW02B.grav;"";2872,0000;;
PSSNW02A.grav;"";2152,0000;;
PSSRS44D.strk1;"St Annes Awards silverfinish";800,0000;"227";0
PSSRS44D;"";800,0000;;
PSSRS44D.attr1;"";880,0000;;
PSSRS44C;"";680,0000;;
PSSRS44C.attr1;"";760,0000;;
PSSRS44B;"";344,0000;;
PSSRS44B.attr1;"";404,0000;;
PSSRS46B.strk1;"Baggy";436,0000;"227";0
PSSRS46B;"";436,0000;;
PSSRS46B.attr1;"";516,0000;;
PSSRS77.strk1;"Foursome pris golfing partner award";1044,0000;"227";0
PSSRS77;"";1044,0000;;
PSSV14;"Presentation Shield Medium 350mm";1272,0000;"122;227";0
PSSV16;"Presentation Shield Large 400mm";1756,0000;"122;227";0
PSSV6.strk1;"Träsköld 3 storlekar";240,0000;"122";0
PSSV6;"";240,0000;;
PSSV6.attr1;"";280,0000;;
PSSV5;"";180,0000;;
PSSV5.attr1;"";220,0000;;
PSSV4;"";152,0000;;
PSSV4.attr1;"";192,0000;;
PST35231;"Shark-attack glass trophy 200mm";316,0000;"130";0
PST37052.strk1;"Driver";168,0000;"227";0
PST37052;"";168,0000;;
PST37052.attr1;"";208,0000;;
PST37053.strk1;"Wedge";168,0000;"227";0
PST37053;"";168,0000;;
PST37053.attr1;"";208,0000;;
PST37054.strk1;"Putter ";168,0000;"227";0
PST37054;"";168,0000;;
PST37054.attr1;"";208,0000;;
PST38699.attr1;"Football Shoe 170mm";200,0000;"186";0
PST38699;"";200,0000;;
PST38699.grav50;"";240,0000;;
PST38702.attr1;"Football Gloves 170mm";248,0000;"186";0
PST38702;"";248,0000;;
PST38702.grav50;"";288,0000;;
PST39161.strk1;"Bodybuilding ";160,0000;"211;276";0
PST39161;"";160,0000;;
PST39161.attr1;"";200,0000;;
PST39179.strk1;"Tyngdlyftning";160,0000;"211;276";0
PST39179;"";160,0000;;
PST39179.attr1;"";200,0000;;
PST39218.strk1;"Brottning";160,0000;"211";0
PST39218;"";160,0000;;
PST39218.attr1;"";200,0000;;
PST39252.strk1;"Manlig artistisk gymnastik bygel 160mm";132,0000;"224";0
PST39252;"";132,0000;;
PST39252.attr1;"";172,0000;;
PST39255.strk1;"Polyresin Volleyball";108,0000;"195";0
PST39255;"";108,0000;;
PST39255.attr1;"";148,0000;;
PST39254;"";140,0000;;
PST39254.attr1;"";180,0000;;
PST39253;"";172,0000;;
PST39253.attr1;"";212,0000;;
PST39261.strk1;"Kvinnlig artistisk gymnastik bom 160mm";132,0000;"224";0
PST39261;"";132,0000;;
PST39261.attr1;"";172,0000;;
PST39268.strk1;"High Heel ""Ladies Award""";304,0000;"127;211;224";0
PST39268;"";304,0000;;
PST39268.attr1;"";364,0000;;
PST39291.strk1;"Fäktning";160,0000;"196;211";0
PST39291;"";160,0000;;
PST39291.attr1;"";200,0000;;
PST39322.strk1;"Dam handbollspelare 170mm";152,0000;"189";0
PST39322;"";152,0000;;
PST39322.attr1;"";192,0000;;
PST39323.strk1;"Herr handbollspelare 170mm";152,0000;"189";0
PST39323;"";152,0000;;
PST39323.attr1;"";192,0000;;
PST39328.strk1;"Fågelhunden";392,0000;"221";0
PST39328;"";392,0000;;
PST39371.strk1;"Kvinnlig artistisk gymnastik fristående 170mm";108,0000;"224";0
PST39371;"";108,0000;;
PST39371.attr1;"";148,0000;;
PST39372.strk1;"Volleyball Smash 125mm";60,0000;"195";0
PST39372;"";60,0000;;
PST39372.attr1;"";100,0000;;
PST39675.strk1;"E-sport X";272,0000;"184;186;192;196;206;211;286";0
PST39675;"";272,0000;;
PST39675.attr1;"";312,0000;;
PST39676.strk1;"E-sport P";272,0000;"184;186;192;196;206;211;286";0
PST39676;"";272,0000;;
PST39676.attr1;"";312,0000;;
PST39679.strk1;"Kronhjorten";260,0000;"221";0
PST39679;"";260,0000;;
PST39679.attr1;"";300,0000;;
PST39681.strk1;"Råbocken - pris";208,0000;"221";0
PST39681;"";208,0000;;
PST39681.attr1;"";248,0000;;
PST39682.strk1;"Vildsvinsgalten";476,0000;"221";0
PST39682;"";476,0000;;
PST39682.attr1;"";556,0000;;
PST39684.strk1;"Baseball Award 160mm";172,0000;"211";0
PST39684;"";172,0000;;
PST39684.attr1;"";212,0000;;
PST56831;"Pokal Montana gravyr ingår";956,0000;"224;251;276";0
PST56863.strk1;"Pokal Aloha";2032,0000;"192;196;198;224;251;276";0
PST56863.attr1;"";2032,0000;;
PST56872;"Pokal Ohio 915mm gravyr ingår";1408,0000;"196;224;251";0
PST58771;"Pokal Serena Gravyr ingår";1016,0000;"251;283";0
PST58772;"";1016,0000;;
PST58773;"";928,0000;;
PST59625.strk1;"Pokal Amaya";196,0000;"190;204;224;250;276";0
PST59630;"";196,0000;;
PST59630.attr1;"";236,0000;;
PST59627;"";212,0000;;
PST59627.attr1;"";252,0000;;
PST59625;"";240,0000;;
PST59625.attr1;"";280,0000;;
PST65421mahogny.strk1;"Padel och Tennisboll crystal award";344,0000;"194;283";0
PST65421mahogny;"";344,0000;;
PST65421mahogny.attr1;"";404,0000;;
PST65511;"Arizona -2  glaspris gravyr ingår";552,0000;"130";0
PST65522;"Jade Flame Glass 240mm";508,0000;"130";0
PST65522;"";508,0000;;
PST66463;"Sail Awards - 3 storlekar";396,0000;"130";0
PST66463.grav;"";396,0000;;
PST66463.grav150;"";524,0000;;
PST66462.grav;"";424,0000;;
PST66462.grav150;"";544,0000;;
PST66461.grav;"";464,0000;;
PST66461.grav150;"";584,0000;;
PST66573D80;"Noblesseglass Diamond Trophies gravyr ingår";716,0000;"127;130";0
PST66571D80.strk1;"";716,0000;;
PST66572D80.strk2;"";636,0000;;
PST66573D80.strk3;"";556,0000;;
PST66984;"Eternity 2 storlekar";436,0000;"130";0
PST66986;"";436,0000;;
PST66984;"";636,0000;;
PST67163.strk1;"Alberta Jade Glass ";880,0000;"127;130";0
PST67161.attr1;"";880,0000;;
PST67162.attr1;"";756,0000;;
PST67163.attr1;"";676,0000;;
PST67987.strk1;"Atlantic Blue Crystal";592,0000;"127;130";0
PST67987;"";592,0000;;
PST67987.attr1;"";712,0000;;
PST68128.strk1;"Jadeglass Saphire Blue";436,0000;"130";0
PST68128;"";436,0000;;
PST68128.attr1;"";556,0000;;
PST68129;"";376,0000;;
PST68129.attr1;"";496,0000;;
PST68130;"";344,0000;;
PST68130.attr1;"";464,0000;;
PST68128FISK.strk1;"Jadeglass Saphire Blue Fish";480,0000;"200";0
PST68128FISK;"";480,0000;;
PST68128FISK.attr1;"";600,0000;;
PST68129FISK;"";440,0000;;
PST68129FISK.attr1;"";560,0000;;
PST68130FISK;"";392,0000;;
PST68130FISK.attr1;"";512,0000;;
PST68128Padel.strk1;"Jadeglass Saphire Blue Padel/Tennis";496,0000;"194;283";0
PST68128Padel;"";496,0000;;
PST68128Padel.attr1;"";596,0000;;
PST68132.strk1;"Jadeglass Emerald Green 220x100mm";436,0000;"130";0
PST68132;"";436,0000;;
PST68132.attr1;"";556,0000;;
PST68132Fotboll;"Jadeglass Emerald Green Fotboll höjd 220mm";496,0000;"186";0
PST68132Fotboll.grav;"";496,0000;;
PST68132Fotboll.grav150;"";616,0000;;
PST68132Golf.strk1;"Jadeglass Emerald Green Golf höjd 220mm";496,0000;"227";0
PST68132Golf;"";496,0000;;
PST68132Golf.attr1;"";596,0000;;
PST68136.strk1;"Jadeglass Ruby Red 220x100mm";436,0000;"130";0
PST68136;"";436,0000;;
PST68136.attr1;"";556,0000;;
PST9220G.attr1;"XXL 98mm";84,8000;"244";0
PST9220G;"";84,8000;;
PST9220G.grav50;"";124,8000;;
PST9220S;"";84,8000;;
PST9220S.grav50;"";124,8000;;
PST9220B;"";84,8000;;
PST9220B.grav50;"";124,8000;;
PSTennboll.Fotboll.strk1;"Tennboll Fotboll i silver och guld";288,0000;"186";1
PSTennboll.Fotboll.attr1;"";288,0000;;
PSTLN654.strk1;"The Country Club Collection";1932,0000;"227";0
PSTLN654;"";1932,0000;;
PSTLN654.attr1;"";2012,0000;;
PSTS5;"Wooden Display Stand passar större plaketter 17-35 cm.";520,0000;"122;125;127";0
PSTZ003;"Star Award Gold / Silver 200mm. Gravyr ingår";700,0000;"127";1
PSTZ003G;"";700,0000;;
PSTZ003S;"";700,0000;;
PSTZ006G.strk1;"Star Award på elegant sockel Gravyr ingår";936,0000;"127";0
PSTZ006G;"";936,0000;;
PSTZ006S;"";936,0000;;
PSTZ008;"Burlwood Star";740,0000;"127";1
PSTZ021.strk1;"Name Plate Crystal Star";1276,0000;"127";0
PSTZ021;"";1276,0000;;
PSTZ021.attr1;"";1436,0000;;
PSTZ025.strk1;"Ordförandeklubba Large";1508,0000;"226";0
PSTZ025;"";1508,0000;;
PSTZ025.attr1;"";1588,0000;;
PSTZ039A.strk1;"Högblank valnöts plakett vapensköld";880,0000;"122;127";0
PSTZ039B;"";880,0000;;
PSTZ039A;"";800,0000;;
PSTZ040A.strk1;"Vapensköld i högblank rosewood 225mm";800,0000;"122";0
PSTZ040A;"";800,0000;;
PSTZ041A.strk1;"High Gloss Walnut Finish Plaques";720,0000;"122;127";0
PSTZ041A.attr1;"";720,0000;;
PSTZ041B.attr1;"";840,0000;;
PSTZ041C.attr1;"";920,0000;;
PSTZ041D.attr1;"";1040,0000;;
PSTZ043C;"Gold Star Rosewood";1084,0000;"122;127";0
PSWBC27C;"Pokal ""RC"" XL golftrophy, Gravyr ingår";2636,0000;"227;252";0
PSWBC29D.strk1;"Jug Awards Golf";856,0000;"227";0
PSWBC29A.attr1;"";856,0000;;
PSWBC29D.attr1;"";1920,0000;;
PSWBC5J.strk1;"Vandringspris Pokal Tiger, Gravyr ingår";3980,0000;"185;227;252";0
PSWBC5J;"";3980,0000;;
PSWBC5H;"";2836,0000;;
PSWBC5G;"";2060,0000;;
PSWBC5F;"";1636,0000;;
PSWBC5E;"";1188,0000;;
PSBC5D;"";1020,0000;;
PSWC16D.strk1;"Pokal Golf Cup Nickel";2760,0000;"227";0
PSWC16D;"";2760,0000;;
PSWC16D.attr1;"";2960,0000;;
PSWC29C.strk1;"Endurance Cast Cup ";784,0000;"227";0
PSWC29A;"";784,0000;;
PSWC29A.attr1;"";944,0000;;
PSWC29B;"";1088,0000;;
PSWC29B.attr1;"";1248,0000;;
PSWC29C;"";1388,0000;;
PSWC29C.attr1;"";1548,0000;;
PSWC4F.strk1;"Pokal Collin, gravyr ingår";3276,0000;"252";0
PSWC4F;"";3276,0000;;
PSWC4E;"";2660,0000;;
PSWC4D;"";1988,0000;;
PSWC4C;"";1308,0000;;
PSWC5J.strk1;"Pokal Ernie, Gravyr ingår";4160,0000;"252";0
PSWC5J;"";4160,0000;;
PSWC5E;"";1340,0000;;
PSWC5D;"";1068,0000;;
PSWC9H.strk1;"Pokal Fulton, Gravyr ingår";2352,0000;"252";0
PSWC9H;"";2352,0000;;
PSWC9F;"";1868,0000;;
PSWC9D;"";1132,0000;;
PSWCG17C.strk1;"PSWCG17C";2000,0000;"227";0
PSWCG17C;"";2000,0000;;
PSWCG17C.attr1;"";2160,0000;;
PSWGBB.strk1;"Ordförandeklubba";680,0000;"226";0
PSWGBB;"";680,0000;;
PSWGBB.attr1;"";760,0000;;
PSWP01D.strk1;"Valnötsplakett";2572,0000;"122;127";0
PSWP01D.attr1;"";2572,0000;;
PSWP02.strk1;"Månadens säljare pristavla, Valnöt, 12 månadsplåtar, 300x230 mm";3280,0000;"122;287";0
PSWP02;"";3280,0000;;
PSWP02.attr1;"";3440,0000;;
PSWP03.strk1;"Månadens medarbetare pristavla, Valnöt, 24 månadsplåtar, 330x260mm";5400,0000;"122;287";0
PSWP03;"";5400,0000;;
PSWP03.attr1;"";5560,0000;;
PSWP04.strk1;"Valnöt vapensköld, höjd 200 mm";1148,0000;"122;127";0
PSWP04;"";1148,0000;;
PSWP04.attr1;"";1308,0000;;
PSWP05.strk1;"KM-HIO-Sponsor-tavla i valnöt, 48 eller 60  månadsplåtar 380x540 mm";8064,0000;"122;227;287";0
PSWP05;"";8064,0000;;
PSWP06;"";9504,0000;;
PSWP05.attr1;"";8224,0000;;
PSWP06.attr1;"";9704,0000;;
PSWP05.attr2;"";11104,0000;;
PSWP06.attr2;"";13304,0000;;
PSWP10B.strk1;"Bamboo Plaque";1280,0000;"122";0
PSWP10B;"";1280,0000;;
PSWP10C;"";1640,0000;;
PSWP10D;"";1840,0000;;
PSWP11.strk1;"Bamboo Plaque 300x230 mm 12st månads eller årsplåtar";3280,0000;"122;287";0
PSWP11;"";3280,0000;;
PSWP11.attr1;"";3440,0000;;
PSWP12;"Månadens medarbetare pristavla i Bambu 24 månadsplåtar, 330x260mm";5400,0000;"122;287";0
PSWP12_001;"";5400,0000;;
PSWP12_002;"";5560,0000;;
PSWP15.strk1;"High Gloss Black Finish Plaque 300x230 mm";3280,0000;"122;287";0
PSWP15;"";3280,0000;;
PSWP15.attr1;"";3440,0000;;
PSWP16;"Månadens medarbetare pristavla, Svart pianolackad, 24 månadsplåtar, 330x260mm";5400,0000;"122;287";0
PSWP16.grav;"";5400,0000;;
PSWP16.grav200;"";5560,0000;;
PSWS10.strk1;"Wooden Tray Stands i 3 storlekar";352,0000;"122;125;127";0
PSWS10;"";352,0000;;
PSWS07;"";320,0000;;
PSWS04;"";192,0000;;
PSYC002A;"Column Award";1368,0000;"127;130;227";0
PSYC002A;"";1368,0000;;
PSYC002C;"";1596,0000;;
PSZLP05H.strk1;"Black Gloss Finish Plaque";468,0000;"122";0
PSZLP05H;"";468,0000;;
PSZLP05F;"";368,0000;;
PSZLP05H.attr1;"";708,0000;;
PSZLP05F.attr1;"";608,0000;;
PSZST027AG.strk1;"Antik Guldstjärna 175mm";476,0000;"127;198;203;211;220;224;276;283";1
PSZST027AG;"";476,0000;;
PSZST027AG.attr1;"";556,0000;;
